variable,weekly_mean,weekly_std
vix_change,-0.009424657534246574,3.3944409808545837
us10y_change,9.589041095890633e-05,0.11368073895048425
dxy_return,0.036379455814571464,1.0076088139562913
oil_change,-0.01331506849315068,3.4037211496619446
vnindex_return,0.10292963375769466,2.719986899860698
fx_return,0.03731153668534851,0.4381461909194773
log_selected_cond_vol,-1.9147510707257256,0.3438267828850702
